RepositoryGitHubName,RepositoryShortName,App,Source,Commits,AppFolder,JavaFiles,xmlFiles,Cfiles,Hfiles,PYFiles,JSFiles,LinesOfCodesJava,Contributors,FilteredPerformance,StartTimestamp,EndTimestamp,Install,Category,Release
EEdge/FoodCraft,FoodCraft,sfsu.csc413.foodcraft,G,192,FoodCraft/app/src/main/,38,47,0,0,0,0,5021,6,0,1443828884,1454542235, 50-100 ,Lifestyle,0
Freddy95/Primary-Notifications,Primary-Notifications,com.red.f.primarynotifications&amp,G,53,app/src/main/,10,33,0,0,0,0,2715,1,1,1442116237,1454860663, 5-10 ,Tools,0
dingdingyr/ImmortalPlayer-,ImmortalPlayer-,com.immortalplayer,G,52,app/src/main/,7,13,0,0,0,0,3551,1,0,1412018742,1442489197, 500-1000 ,Media & Video,10
3ffusi0on/SimpleMjpegView,SimpleMjpegView,com.tk.android.simplemjpeg,G,26,app/src/main/,3,6,73,13,0,0,689,2,0,1350445114,1453826477, 5000-10000 ,Media & Video,0
Mnkai/PGPClipper,PGPClipper,moe.minori.pgpclipper,G,73,app/src/main/,12,22,0,0,0,0,1805,2,0,1443279489,1452060577, 100-500 ,Tools,7
PedroCarrillo/Expense-Tracker-App,Expense-Tracker-App,com.pedrocarrillo.expensetracker,G,61,ExpenseTracker/app/src/main/,58,58,0,0,0,0,5293,2,0,1442330482,1445562267, 5000-10000 ,Business,1
jackbbb95/Countr,Countr,com.jackbbb95.globe.countr,G,23,app/src/main/,13,31,0,0,0,0,1649,1,0,1447247645,1451850014, 50-100 ,Tools,0
kovloq/cuaca_android,cuaca_android,dana.cuaca,G,13,app/src/main/,9,15,0,0,0,0,655,1,0,1452058685,1454847970, 100-500 ,Weather,0
marazmone/PasswordsGenerator,PasswordsGenerator,com.marazmone.passwordsgenerator,G,11,app/src/main/,13,28,0,0,0,0,1312,1,0,1446719566,1455751646, 1000-5000 ,Tools,0
superapps/The-memo-awakens,The-memo-awakens,com.giocode.thememoawakens,G,32,app/src/main/,21,21,0,0,0,0,2268,1,0,1451313661,1453973595, 10-50 ,Productivity,0
Ekvi/MVPlayer,MVPlayer,com.ekvilan.mvplayer,G,48,src/main/,14,22,0,0,0,0,1921,1,0,1439364641,1443611130, 100-500 ,Media & Video,0
jeancaffou/paragliding-site,paragliding-site,com.xcglobe.xcglobesites,G,15,app/src/main/,5,13,0,0,0,0,848,2,0,1446720202,1451845819, 500-1000 ,Travel & Local,0
lucys1/Hapened,Hapened,me.hapened.hapened,G,79,app/src/main/,9,21,0,0,0,0,1103,2,0,1444246650,1453662360, 5-10 ,Lifestyle,0
tiefenb7/BEA-AndroidJobAnalyzer,BEA-AndroidJobAnalyzer,developer.bluestardiamond,G,10,app/src/main/,42,87,0,0,0,0,6847,2,0,1445740502,1452096380, 10-50 ,Business,0
zom/Zom-Android,Zom-Android,com.sharpregion.tapet,G,3409,app/src/main/,176,209,0,0,0,0,50473,3,0,1269027813,1454985652, 1000000-5000000 ,Customization,163
Betcheg/MLGPhotoMontage,MLGPhotoMontage,betcheg.mlgphotomontage,G,45,app/src/main/,2,13,0,0,0,0,740,2,0,1446038244,1448898398, 100000-500000 ,Entertainment,0
d355/sms-trial,sms-trial,dtd.phs.sil,G,46,PHS_SMS/,45,22,0,0,0,0,3310,1,2,1313717876,1441734233, 100000-500000 ,Communication,0
coshxx/GemLords,GemLords,de.cosh.anothermanager,G,268,another_manager-android/,2,4,0,0,0,0,89,1,1,1386326782,1445422540, 500-1000 ,Games,7
inderdhir/PlayToPay-Android,PlayToPay-Android,com.plutonium.playtopay,G,68,app/src/main/,36,42,0,0,0,0,2204,1,1,1444140849,1450848189, 10-50 ,Entertainment,2
jorgimello/TercodaMisericordia,TercodaMisericordia,mej.jorge.com.tercodamisericordia,G,19,app/src/main/,20,20,0,0,0,0,1530,1,0,1446662858,1455386856, 5000-10000 ,Books & Reference,0
abhinav4192/Barron-s-1100,Barron-s-1100,fightingpit.barrons1100,G,32,app/src/main/,27,39,0,0,0,0,5145,2,0,1444326295,1453564994, 10000-50000 ,Education,0
randombyte-developer/SGLVertretungsplan,SGLVertretungsplan,de.randombyte.sglvertretungsplan,G,83,app/src/main/,52,27,0,0,0,0,4691,1,0,1439574099,1448475796, 100-500 ,Tools,4
marcosdiez/LimiteCartao,LimiteCartao,com.marcosdiez.extratocartao,G,49,app/src/main/,34,11,0,0,0,0,2146,1,0,1438527448,1455776742, 10000-50000 ,Finance,0
stevyhacker/guessthecity-app,guessthecity-app,me.montecode.simplequizapp.gradovi,G,52,app/src/main/,11,24,0,0,0,0,1248,1,0,1415747335,1452036410, 100-500 ,Games,0
HalcyonFish/OHSCompSciClubPixelDungeon,OHSCompSciClubPixelDungeon,com.watabou.pixeldungeon,G,25,/,505,2,0,0,0,0,60812,2,0,1406396072,1443692162, 1000000-5000000 ,Games,0
vishalkuo/philsTonight,philsTonight,com.philstonight,G,64,PhilsTonight/app/src/main/,8,13,0,0,0,0,551,2,0,1442694505,1448216563, 100-500 ,Social,0
DeychAI/cookchooser,cookchooser,com.deych.cookchooser,G,72,app/src/main/,100,50,0,0,0,0,5600,1,0,1450367379,1454607320, 5-10 ,Lifestyle,3
danthe96/CircleTheDog_public,CircleTheDog_public,com.danthe.dogeescape,G,97,CircleTheDog/,37,13,0,0,0,0,6738,1,0,1414784047,1442421297, 500-1000 ,Games,0
amritsinghbains/Chamber-Of-Commerce,Chamber-Of-Commerce,ca.uwindsor.uwintechclub.chamberofcommerce,G,13,ChamberofCommerce/app/src/main/,3,18,0,0,0,0,604,1,0,1445225790,1452536602, 10-50 ,Productivity,0
yccheok/GameOfLife,GameOfLife,org.yccheok.gameoflife,G,21,app/src/main/,10,13,0,0,0,0,553,1,0,1444538200,1451686004, 10-50 ,Games,0
LukasVyhlidka/vocards-android,vocards-android,cz.cvut.fit.vyhliluk.vocards,G,93,Vocards/,36,49,0,0,0,0,5279,1,0,1329738790,1453630592, 1000-5000 ,Education,0
samratsakthi/Groupon-UI,Groupon-UI,com.groupon,G,10,app/src/main/,3,9,0,0,0,0,663,1,0,1440019884,1450029181, 50000000-100000000 ,Shopping,0
JoelEager/Snake-2,Snake-2,com.byte_games.snake2,G,82,/,13,15,0,0,0,0,2912,1,0,1389560153,1452398015, 10-50 ,Games,0
WillyShakes/KeepInTouch,KeepInTouch,com.willycode.keepintouch,G,10,app/src/main/,18,11,0,0,0,0,1868,1,0,1447737225,1452747124, 10-50 ,Productivity,0
aman23091998/core_app,core_app,us.coreis.core,G,23,app/src/main/,15,24,0,0,0,0,929,2,0,1443550164,1446133165, 50-100 ,Education,2
GoneUp/Htwg_LsfPlan,Htwg_LsfPlan,com.hstrobel.lsfplan,G,29,app/src/main/,18,28,0,0,0,0,2017,1,0,1447109876,1449614674, 50-100 ,Education,4
ThimoKl/Meal-Plan-App,Meal-Plan-App,cafeteria.multiple.berlin,G,18,MensaX/app/src/main/,24,30,0,0,0,0,2389,1,0,1433360326,1445434914, 1000-5000 ,Lifestyle,0
elicec/nfcard,nfcard,com.sinpo.xnfc,G,11,/,26,19,0,0,1,0,4666,2,0,1353835802,1451396261, 50000-100000 ,Tools,0
Efesto/red-vs-green,red-vs-green,efestoarts.wearfaces,G,52,Wearable/src/main/,1,4,0,0,0,0,219,2,0,1430910529,1447601022, 100-500 ,Customization,0
wolfbytestudio/Tappers,Tappers,org.tapper&amp,G,58,Tappers/app/src/main/,14,45,0,0,0,0,2032,1,0,1449343894,1452718842, 100-500 ,Finance,14
songshimvp/android-vnc-viewer,android-vnc-viewer,android.androidVNC,G,10,eclipse_projects/androidVNC/,77,21,0,0,0,0,13826,1,0,1300740115,1448285402, 1000000-5000000 ,Communication,9
cpppew/hack15Oct,hack15Oct,se.anyro.nfc_reader,G,34,/,6,6,0,0,0,0,962,2,0,1321301832,1444964180, 500000-1000000 ,Communication,0
Utyff/pMetro,pMetro,com.utyf.pmetro,G,71,app/src/main/,61,28,0,0,0,0,7256,1,1,1439051096,1455491937, 1000-5000 ,Travel & Local,4
blitzmohit/guidance-app,guidance-app,org.geek90.guidance,G,33,app/src/main/,6,15,0,0,0,0,709,1,0,1353950983,1442847760, 100-500 ,Lifestyle,0
lararufflecoles/StrollCharlton,StrollCharlton,es.rufflecol.lara.strollcharlton,G,24,app/src/main/,13,17,0,0,0,0,1044,1,0,1448449612,1453669725, 10-50 ,Travel & Local,0
LyricalMaestro/SoracomSampleApp,SoracomSampleApp,com.lyricaloriginal.soracomsampleapp&amp,G,38,app/src/main/,14,15,0,0,0,0,1393,1,0,1445158068,1454088476, 10-50 ,Tools,4
Nintynien/NowPlaying,NowPlaying,com.skylerbock.nowplaying,G,13,app/src/main/,14,15,0,0,0,0,1208,1,0,1449989920,1455553179, 100-500 ,Entertainment,0
Simsso/GSWN-Stupla,GSWN-Stupla,com.timodenk.gswnstupla,G,34,app/src/main/,12,14,0,0,0,0,1129,1,0,1447584244,1454807990, 100-500 ,Tools,6
FieldDB/AndroidSpeechRecognitionTrainer,AndroidSpeechRecognitionTrainer,com.github.opensourcefieldlinguistics.fielddb.speech.kartuli,G,213,/,10,28,0,0,0,0,2022,1,0,1347388681,1440990929, 1000-5000 ,Productivity,3
HugoZhang33/HT2015,HT2015,edu.pitt.is.HT2015,G,26,app/src/main/,66,35,0,0,0,0,16323,1,0,1434400064,1442506434, 50-100 ,Education,0
tooOpen/Dropking,Dropking,com.solmi.refitgames.dropking,G,29,proj.android/,5,17,0,48,0,0,2022,1,0,1447152630,1451025144, 100-500 ,Games,0
machadaCosta/gathaba,gathaba,fr.machada.gathaba,G,87,app/src/main/,12,13,0,0,0,0,795,1,0,1447769449,1454506856, 1-5 ,Tools,0
ak1801/MilkDiary,MilkDiary,manaksh.com.milkdiary,G,40,app/src/main/,13,13,0,0,0,0,1463,2,0,1449506414,1454447195, 10-50 ,Customization,0
AlexisDeschamps/TournamentDesigner,TournamentDesigner,adesc062.uottawa.ca.tournamentdesigner,G,24,app/src/main/,26,35,0,0,0,0,5522,2,0,1449155793,1451922531, 10-50 ,Entertainment,1
itsProf/smart-chimp-android,smart-chimp-android,net.jorgetapia.smartchimp,G,18,app/src/main/,11,19,0,0,0,0,2378,1,0,1424740623,1439087325, 50-100 ,Games,0
stefanhaustein/emojic,emojic,org.flowgrid.emojic,G,12,src/main/,5,1,0,0,0,0,665,1,0,1427420401,1453656934, 100-500 ,Games,0
evanklein1/Grade-Calculator,Grade-Calculator,me.evanklein.finalexamcalculator,G,141,app/src/main/,12,20,0,0,0,0,2857,1,0,1446356410,1451790557, 100-500 ,Education,0
DeLaSalleUniversity-Manila/Freshie-SeanWyndellQue-SeanHerbieChua,Freshie-SeanWyndellQue-SeanHerbieChua,wynsean.freshie,G,14,app/src/main/,25,32,0,0,0,0,4362,1,0,1445912707,1449570995, 1-5 ,Shopping,0
vikzter/Poink,Poink,com.coromandel.poink&amp,G,27,/,18,53,0,0,0,0,2010,1,0,1405702882,1441717632, 100-500 ,Productivity,0
sairam1592/RoyalEnfieldFT,RoyalEnfieldFT,com.reft.admin.ridersdelight,G,35,app/src/main/java/com/reft/admin/ridersdelight/,35,1,0,0,0,0,4493,1,0,1445308941,1455682397, 500-1000 ,Travel & Local,0
murat8505/foursquared,foursquared,com.joelapenna.foursquared,G,1338,main/,203,135,0,0,0,0,33221,2,0,1239071833,1442517371, 10000000-50000000 ,Travel & Local,2
CmdrStardust/Alite,Alite,de.phbouillon.android.games.alite,G,52,/,368,111,0,0,0,0,87840,3,1,1442045167,1455314190, 10000-50000 ,Games,0
andhikai/ferticalc,ferticalc,de.arnowelzel.android.periodical,G,107,/,12,15,0,0,0,0,2022,2,0,1341385306,1439648566, 5000-10000 ,Health and Fitness,22
dbg-sudhahar/DBGAdMonetize,DBGAdMonetize,com.uberspot.a2048,G,21,/,33,33,0,0,0,11,6094,2,0,1440400004,1449067504, 1000000-5000000 ,Games,0
ganeshskudva/Android_BART_app,Android_BART_app,com.gkudva.bart,G,11,app/src/main/,28,33,0,0,0,0,4409,1,0,1445834899,1448507674, 10-50 ,Transportation,0
aaronistheman/Android-State-Capitals-App,Android-State-Capitals-App,com.aaronistheman.statecapitals&amp,G,47,app/src/main/,4,11,0,0,0,0,517,1,0,1442550026,1451978881, 10-50 ,Games,1
XunMengWinter/Now,Now,top.wefor.nowview,G,18,app/src/main/,46,81,0,0,0,0,5747,1,0,1449252492,1454006942, 5-10 ,News & Magazines,0
ankurkhemani/DailyLaws,DailyLaws,com.mindgames.dailylaw,G,25,app/src/main/,19,44,0,0,0,0,4107,1,0,1435015363,1446788142, 10000-50000 ,Education,0
axkr/hblog,hblog,org.telegram.messenger,G,328,HBLog/,46,49,0,0,0,0,11526,3,0,1328447386,1452346142, 100000000-500000000 ,Communication,8
Exodus92/Yaaic,Yaaic,org.yaaic,G,1053,pircbot/src/main/,14,1,0,0,0,0,5368,1,0,1242401569,1444591320, 100000-500000 ,Communication,13
eXeP/Viikki-lukkari,Viikki-lukkari,com.pietu.lukkari,G,18,lukkari/src/main/,3,18,0,0,0,0,609,2,0,1440276039,1450867188, 50-100 ,Education,0
ww24/pattern,pattern,jp.ww24.handwrites,G,30,app/src/main/,9,17,0,0,0,0,1263,1,0,1446667829,1453275639, 100-500 ,Libraries & Demo,1
TranBrian10/WeightedCalculator,WeightedCalculator,com.syfenworks.weightedcalculator&amp,G,34,app/src/main/,1,13,0,0,0,0,623,2,0,1439575066,1452046182, 100-500 ,Productivity,2
varunrpillai/karma,karma,com.demo.vramachandran.karma,G,10,app/src/main/,23,11,0,0,0,0,1564,1,0,1442810060,1446773155, 10-50 ,Productivity,0
soboapps/AIOhfark,AIOhfark,com.soboapps.ohfark,G,34,app/src/main/,26,54,0,0,0,0,4485,1,0,1440634262,1453550299, 10000-50000 ,Games,0
byterom/android_external_whispersystems_TextSecure,android_external_whispersystems_TextSecure,org.thoughtcrime.securesms,G,480,/,328,119,2,1,0,0,57859,17,1,1324405244,1433542379, 1000000-5000000 ,Communication,0
Csc-780/Profiler_project,Profiler_project,com.evezzon.fakegps&amp,G,64,Profiler/app/src/main/,15,55,0,0,0,0,1812,2,0,1442531091,1450682137, 100000-500000 ,Tools,0
aparecidoSilvano/maniana,maniana,com.zapta.apps.maniana,G,426,Maniana/,131,80,0,0,0,0,22647,1,2,1328338052,1371047979, 10000-50000 ,Productivity,8
AmrutSai/sikuna,sikuna,uk.org.rivernile.edinburghbustracker.android,G,92,MyBusEdinburgh/,74,68,0,0,0,0,17687,1,0,1263550064,1411296506, 100000-500000 ,Travel & Local,13
yippee-ki-yay/HandGame,HandGame,com.MarksThinkTank.WaveControl,G,13,/,6,14,0,0,0,0,673,2,0,1449416837,1454001852, 1000000-5000000 ,Music and audio,0
zetbaitsu/CodePolitan,CodePolitan,id.zelory.codepolitan,G,168,benih/src/main/,23,1,0,0,0,0,1966,1,0,1438087655,1445071444, 500-1000 ,News & Magazines,0
IvanVolosyuk/wifikeyboard,wifikeyboard,com.volosyukivan,G,55,/,12,18,0,0,1,0,2644,2,1,1274448628,1446868261, 500000-1000000 ,Tools,0
naman14/S-Tools,S-Tools,com.naman14.stools,G,14,app/src/main/,77,41,0,0,0,0,15890,2,0,1422806815,1425557509, 10000-50000 ,Tools,0
grennis/MongoExplorer,MongoExplorer,com.innodroid.mongobrowser,G,100,app/src/main/,40,41,0,0,0,0,4585,1,0,1349222825,1446659825, 10000-50000 ,Tools,3
QuadFlask/colorpicker,colorpicker,com.flask.colorpicker.sample,G,130,app/src/main/,3,7,0,0,0,0,131,3,0,1426924122,1444994195, 500-1000 ,Libraries & Demo,10
daniellu789/TripCard,TripCard,com.levart.TripCard&amp,G,48,app/src/main/,22,33,0,0,0,0,2413,2,0,1430778487,1441230180, 5-10 ,Travel & Local,0
AntonioRedondo/AnotherMonitor,AnotherMonitor,org.anothermonitor,G,40,AnotherMonitor/src/main/,8,44,0,0,0,0,3232,2,0,1427414349,1454688378, 100-500 ,Tools,2
holylobster/nuntius-android,nuntius-android,org.holylobster.nuntius,G,103,app/src/main/,28,33,0,0,0,0,3028,2,0,1425405642,1437511196, 1000-5000 ,Productivity,4
ToYonos/hfr4droid,hfr4droid,info.toyonos.hfr4droid,G,101,hfr4droidHD/,3,5,0,0,0,0,49,1,0,1282496570,1429886115, 10000-50000 ,Social,3
nelze/singkamas,singkamas,usbong.android.questionloader&amp,G,144,/,27,66,0,0,0,0,5403,3,0,1426210967,1439864053, 50-100 ,Education,0
yoggy/SimpleMQTTViewer,SimpleMQTTViewer,net.sabamiso.android.simplemqttviewer,G,17,/,8,9,0,0,0,0,708,1,0,1426080101,1431951297, 1000-5000 ,Tools,0
martinchodev/Diaspora-Native-WebApp,Diaspora-Native-WebApp,ar.com.tristeslostrestigres.diasporanativewebapp,G,150,app/src/main/,7,28,0,0,0,0,1809,3,0,1434161890,1453051184, 1000-5000 ,Social,21
milk-cocoa/android-examples,android-examples,com.mlkcca.android.sample.milkchat,G,10,MilkChat2/app/src/main/,1,8,0,0,0,0,131,1,0,1432205417,1440559763, 5-10 ,Productivity,0
Ekvi/ExchangeMarketClient,ExchangeMarketClient,exchangemarket.ekvilan.com.exchangemarketclient,G,40,src/main/,20,46,0,0,0,0,2348,1,0,1433356874,1440513999, 100-500 ,Finance,0
KrenVpravo/CheckReaction,CheckReaction,com.two_two.checkreaction,G,44,app/src/main/,20,14,0,0,0,0,1072,2,0,1428829665,1455732401, 50-100 ,Tools,0
ftena/TeamGen,TeamGen,com.tarlic.TeamGen,G,15,app/src/main/,6,10,0,0,0,0,654,1,0,1361197154,1439597813, 100-500 ,Games,0
smison/kazu_hira,kazu_hira,net.soragoto.sumi.kazu_hira,G,17,app/src/main/,1,7,0,0,0,0,261,1,0,1426845250,1429432541, 5-10 ,Tools,0
yefengfreedom/YfRecyclerListView,YfRecyclerListView,com.freedom.yefeng.yfrecyclerview.example,G,89,yf_list_recycler_view/src/main/,11,1,0,0,0,0,1073,2,0,1437733952,1445674092, 100-500 ,Libraries & Demo,0
svu/UkeWatch,UkeWatch,ie.udaltsoft.musicwatch,G,64,wearable/src/main/,3,9,0,0,0,0,982,1,0,1436055568,1453504406, 100-500 ,Customization,5
vvkirillov/simple-android-CPU-usage-viewer,simple-android-CPU-usage-viewer,com.nr.cpu.usage.viewer,G,32,app/src/main,8,10,0,0,0,0,671,1,0,1432564206,1444289053, 50-100 ,Tools,1
johnbwu/ConvictConditioning,ConvictConditioning,johnwu.ca.convictconditioning2,G,31,app/src/main/,12,20,0,0,0,0,1753,1,0,1425356153,1439679856, 5000-10000 ,Health and Fitness,0
sevagh/Pitcha,Pitcha,com.sevag.pitcha,G,27,app/src/main/,5,9,0,0,0,0,440,1,0,1424483507,1453764332, 50-100 ,Music and audio,0
TakuKobayashi/AndroidDeepLinkAndRefererSample,AndroidDeepLinkAndRefererSample,com.taku.kobayashi.refarorsample,G,12,/,2,3,0,0,0,0,77,2,0,1426934510,1431886885, 1-5 ,Productivity,0
ric03uec/cramit,cramit,com.dev.cramit&amp,G,25,/,22,11,0,0,0,0,2416,2,0,1313394591,1422842821, 500-1000 ,Education,0
sonjameyer/GateAccess,GateAccess,com.smscall&amp,G,22,app/src/main/,5,10,0,0,0,0,390,1,0,1435563870,1449561678, 100-500 ,Productivity,0
AlexBHarley/omi_Android,omi_Android,com.alexharley.omi,G,30,app/src/main/,7,16,0,0,0,0,757,2,0,1431261875,1437736765, 10-50 ,Finance,0
hsxu/Compare-Phones,Compare-Phones,com.user.comparePhones,G,17,app/src/main/,12,28,0,0,0,0,1260,1,0,1435288189,1443420266, 1000-5000 ,Tools,0
HexTree/red-sea-tools,red-sea-tools,kaust.orientationapp&amp,G,102,android/orientation_app/app/src/main/,19,50,0,0,0,0,1499,2,0,1432414565,1449666851, 100-500 ,Tools,0
wbteve/JeeYoDill,JeeYoDill,com.jeeyo.sagar.jeeyodill,G,60,app/src/main/,4,7,2,2,0,0,622,1,1,1422448111,1426833355, 100-500 ,Health and Fitness,0
Devaprise/Targo-Tap,Targo-Tap,com.devaprise.targo_tap,G,39,Targo_tap/info/android/,3,4,0,0,0,0,513,1,0,1424029791,1437769313, 100-500 ,Games,0
xvang/bctn-tower-defense,bctn-tower-defense,com.padisDefense.game.android,G,86,android/,1,3,0,0,0,0,16,1,0,1418428916,1426312338, 5-10 ,Games,0
Gear61/PADFriendFinder-Android,PADFriendFinder-Android,com.randomappsinc.padfriendfinder,G,110,app/src/main/,44,31,0,0,0,0,4549,2,1,1436851480,1444861460, 500-1000 ,Tools,2
ftena/RPGDiceRoller,RPGDiceRoller,com.tarlic.RPGDiceRoller,G,19,app/src/main/,6,10,0,0,0,0,668,1,0,1361207949,1439597835, 5000-10000 ,Games,0
R-Tur/EasyRAWConverter,EasyRAWConverter,com.iunusov.rawconverter,G,72,/,6,10,115,108,0,0,877,1,0,1429467222,1455527846, 50000-100000 ,Photography,na
Waboodoo/HTTP-Shortcuts,HTTP-Shortcuts,ch.rmy.android.http_shortcuts,G,80,HTTPShortcuts/,22,22,0,0,0,0,2960,1,0,1429887864,1455823770, 1000-5000 ,Tools,9
reloZid/android-anuto,android-anuto,ch.logixisland.anuto,G,267,app/src/main/,78,13,0,0,0,0,9148,1,0,1425392321,1449417007, 10-50 ,Games,5
ValeryIvanov/Ideas,Ideas,com.juliushuijnk.tools.ideagrowr,G,25,app/src/main/,10,14,0,0,0,0,1383,1,0,1428231401,1432161474, 50000-100000 ,Productivity,2
ftena/Triforce,Triforce,comm.tarlic.triforce,G,16,app/src/main/,7,6,0,0,0,0,846,1,0,1361179585,1439943479, 1000-5000 ,Productivity,0
jiparis/yadroid,yadroid,org.andamobile.ashadow,G,88,yadroid/,9,3,0,0,0,0,620,1,0,1204232674,1435587957, 5000-10000 ,Lifestyle,0
tmxdyf/swiftp,swiftp,be.ppareit.swiftp,G,315,/,49,28,0,0,0,0,5069,3,0,1236470282,1417851559, 1000-5000 ,Tools,22
SpiritCroc/AKG-Vertretungsplan,AKG-Vertretungsplan,de.spiritcroc.akg_vertretungsplan,G,264,app/src/main/,39,35,0,0,0,0,9577,1,0,1434047959,1455564014, 100-500 ,Tools,22
scognito/Abraboxabra,Abraboxabra,it.scognito.abraboxabra,G,22,mobile/src/main/,1,6,0,0,0,0,549,1,0,1433107576,1442075350, 100-500 ,Tools,0
Schoumi/Goblim,Goblim,fr.mobdev.goblim,G,12,app/src/main/,12,17,0,0,0,0,1738,1,0,1432042815,1438081794, 10-50 ,Media & Video,2
prashantgupta24/Ring-Message,Ring-Message,myapp.prashant.ring_message&amp,G,17,app/src/main/,6,14,0,0,0,0,818,1,0,1428809692,1443191958, 100-500 ,Customization,0
mi9rom/achartengine,achartengine,com.wsmrs.hassi,G,572,achartengine/,74,6,0,0,0,0,14213,1,3,1234780750,1442577776, 10000-50000 ,Medicine,0
knilch0r/freeshisen,freeshisen,org.proofofconcept.shisensho,G,86,/,10,7,0,0,0,0,1686,1,0,1361734821,1427225588, 1000-5000 ,Games,0
Fibonacci-/DogecoinMonitor,DogecoinMonitor,com.helwigdev.a.dogecoinutilities,G,37,app/src/main/,25,24,0,0,0,0,4609,2,0,1423441583,1436549385, 500-1000 ,Tools,0
agwells/dotdash-keyboard-android,dotdash-keyboard-android,net.iowaline.dotdash&amp,G,110,/,5,19,0,0,0,0,1465,1,0,1326099929,1450348135, 10000-50000 ,Productivity,23
SooperCode/PingApp_Demo,PingApp_Demo,com.soopercode.pingapp,G,66,app/src/main/,22,25,0,0,0,0,2612,2,1,1427122023,1453557991, 50-100 ,Tools,0
SwapnilShahGit/foody,foody,com.Oguzhan.Swapnil.GTAFoody,G,53,app/src/main/,7,57,0,0,0,0,1764,1,0,1432219171,1444248739, 100-500 ,Shopping,0
romero4742/AndroidCrazyFlieTwitch,AndroidCrazyFlieTwitch,se.bitcraze.crazyfliecontrol2,G,175,/,31,18,0,0,0,0,5441,7,1,1352044501,1433584283, 5000-10000 ,Entertainment,0
atwatanabe/RealCube,RealCube,atwatanabe.realcube,G,16,app/src/main/,15,10,0,0,0,0,1844,1,0,1429085412,1433573746, 10-50 ,Games,0
AlphaDelete/AguaConsciente,AguaConsciente,alphadelete.aguaconsciente,G,16,app/src/main/,27,34,0,0,0,0,2904,1,0,1425505661,1437777396, 100-500 ,Lifestyle,0
Chingiz/AwefactApp,AwefactApp,devstudio.awefact,G,15,app/src/main/,5,19,0,0,0,0,318,1,0,1415852798,1432705757, 10-50 ,Education,0
crust87/Android-ImageCropper,Android-ImageCropper,com.crust87.imagecropper,G,113,imageCropper/src/main/,5,5,0,0,0,0,1395,1,0,1432029210,1454979937, 50-100 ,Productivity,0
derDeno/Wochentags-Rechner,Wochentags-Rechner,de.pixelart.wochentagsrechner,G,10,Android/WochentagsRechner/,2,4,0,0,0,0,174,1,0,1432224475,1451840983, 50-100 ,Tools,0
ErNaveen/PinterestLikeAdapterView,PinterestLikeAdapterView,com.pinterest&amp,G,59,/,23,16,0,0,0,0,10056,2,0,1352214772,1368696279, 100000000-500000000 ,Social,0
offbye/ChinaTVGuide,ChinaTVGuide,com.offbye.chinatvguide,G,32,/,135,81,0,0,0,0,31147,2,0,1313251162,1431743249, 10000-50000 ,Entertainment,0
dnizetic/file-explorer-android,file-explorer-android,com.landa.fileexplorermanager,G,12,/,37,47,0,0,0,0,5295,1,0,1361931982,1432175037, 100-500 ,Productivity,0
zhengkm/AIEDxEDM2015,AIEDxEDM2015,pitt.edu.AIEDxEDM2015,G,26,app/src/main/,69,43,0,0,0,0,21139,1,0,1434425502,1439519625, 100-500 ,Education,0
lucasmlima08/Habidar_Android,Habidar_Android,com.myllenno.lucas.habidar,G,12,app/src/main/,13,28,0,0,0,0,1173,1,0,1432535928,1437273641, 5-10 ,Games,0
GifterHelper/GifterHelper,GifterHelper,com.gifterhelper&amp,G,55,MyApplication/app/src/main/,27,23,0,0,0,0,2332,1,0,1428272001,1433137622, 10-50 ,Lifestyle,0
goolick/FastMaps,FastMaps,com.fastmaps.andrew.fastmaps&amp,G,17,app/src/main/,7,17,0,0,0,0,1346,1,0,1434464631,1441126589, 100-500 ,Transportation,0
obonal/droidtracker,droidtracker,cauchy.android.tracker,G,28,DroidTracker/,28,32,0,0,0,0,5171,1,1,1241047646,1439841766, 50000-100000 ,Tools,0
vishalkuo/FuturesRevealed,FuturesRevealed,vishalkuo.com.futuresrevealed,G,147,android/app/src/main/,10,54,0,0,0,0,1092,1,0,1425359669,1443553779, 1-5 ,Education,0
JMS-1/BitMe,BitMe,net.psimarron.bitme,G,54,app/src/main/,6,14,0,0,0,0,827,1,0,1425401414,1450029749, 50-100 ,Games,1
octohub/NetLive,NetLive,com.richardlucasapps.netlive,G,76,NetLive/src/main/,12,17,0,0,0,0,1457,1,0,1419374486,1454258620, 10000-50000 ,Tools,6
MW100/Cam,Cam,teaonly.droideye,G,101,/,6,3,44,36,1,13,2178,1,0,1343253280,1430991277, 100000-500000 ,Media & Video,1
darkosancanin/naturaldatetime_android,naturaldatetime_android,com.darkosancanin.naturaldateandtime,G,35,app/src/main/,8,14,0,0,0,0,566,1,0,1435448903,1439471362, 50-100 ,Productivity,0
marcus905/android-wifi-ace,android-wifi-ace,org.marcus905.wifi.ace,G,13,WiFiACE/,3,7,0,0,0,0,1168,1,0,1282143869,1426501659, 100000-500000 ,Tools,0
squallstar/quickly-android,quickly-android,com.squallstar.quickly,G,13,app/src/main/,4,15,0,0,0,0,244,1,0,1435188319,1444644783, 500-1000 ,Productivity,1
BlochsTech/BitcoinCardTerminal,BitcoinCardTerminal,com.blochstech.bitcoincardterminal,G,44,/,83,23,0,0,0,0,9110,2,0,1430228896,1450373695, 10-50 ,Business,0
